year,pred_final,amount_ugx,url,title,sentence
2022,land_row_dispute,451.0,https://observer.ug/news/electricity-regulatory-authority-in-tree-planting-drive/,Electricity Regulatory Authority in tree-planting drive,"Sarah Wasagali Kanaabi, applauded the National Forestry Authority for accepting to partner with the authority to implement the project, and noted that “the trees planted are expected to support the forest ecosystem and the water cycle in the wetlands that feed into River Wambabya thus ensuring access to clean water for communities and the sustainability of the electricity sub-sector through hydropower generation.” According to a statement, she added that the Electricity Regulatory Authority is deliberate about conserving the environment and getting people off cutting trees for charcoal, noting that as a result, this year, a cooking tariff of Shs 451 and Shs 412, which incentivizes the use of electricity for cooking by institutions and domestic consumers was officially launched."
2022,land_row_dispute,412.0,https://observer.ug/news/electricity-regulatory-authority-in-tree-planting-drive/,Electricity Regulatory Authority in tree-planting drive,"Sarah Wasagali Kanaabi, applauded the National Forestry Authority for accepting to partner with the authority to implement the project, and noted that “the trees planted are expected to support the forest ecosystem and the water cycle in the wetlands that feed into River Wambabya thus ensuring access to clean water for communities and the sustainability of the electricity sub-sector through hydropower generation.” According to a statement, she added that the Electricity Regulatory Authority is deliberate about conserving the environment and getting people off cutting trees for charcoal, noting that as a result, this year, a cooking tariff of Shs 451 and Shs 412, which incentivizes the use of electricity for cooking by institutions and domestic consumers was officially launched."
2024,land_row_dispute,57000000000.0,https://observer.ug/news/state-house-unit-probes-ministers-kasaija-anite/,"State House unit probes ministers Kasaija, Anite","The petition cites a specific case involving the purchase of 30 acres of land for the Small and Medium Enterprise Park and a sewerage treatment plant, valued at over Shs 57 billion, which reportedly contributed to tensions between Anite and the dismissed board members."
2024,contract_management_failure,50000000.0,https://observer.ug/news/state-house-unit-probes-ministers-kasaija-anite/,"State House unit probes ministers Kasaija, Anite","It further claims that Anite compelled the UIA to contract her hotel to provide catering services during a UIA summit in Nebbi, earning her over Shs 50 million, which the whistleblower cites as a clear conflict of interest."
2025,contract_management_failure,30000000.0,https://observer.ug/news/torture-court-awards-shs-30m-to-kasese-nup-registrar/,Torture: Court awards Shs 30m to Kasese NUP registrar,"In a decision delivered on Friday, justice Musa Ssekaana ordered the government, which was jointly sued with former Chieftaincy of Military Intelligence (CMI) director Maj Gen Abel Kandiho, to pay the compensation."
2025,land_row_dispute,30000000.0,https://observer.ug/news/torture-court-awards-shs-30m-to-kasese-nup-registrar/,Torture: Court awards Shs 30m to Kasese NUP registrar,"“Upon reviewing the submissions and evidence presented, this court finds that the applicant has established a credible claim for the infringement of his constitutional rights,” Ssekaana ruled."
2025,land_row_dispute,30000000.0,https://observer.ug/news/torture-court-awards-shs-30m-to-kasese-nup-registrar/,Torture: Court awards Shs 30m to Kasese NUP registrar,"“The applicant was subjected to inhumane treatment, compromising his rights to dignity, freedom from torture, and personal liberty, as safeguarded by the Constitution.” The judge emphasized that the compensation was meant to address the injuries Masereka sustained and to reaffirm the court’s commitment to upholding constitutional protections and human dignity."
2019,land_row_dispute,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,"During the rainy season, lower Kamwokya always floods due to blocked drainage systems and poor garbage disposal habits."
2019,land_row_dispute,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,"The Japanese Ambassador to Uganda, Kameda Kazuaki yesterday, Thursday visited Kamwokya for the launch of the CORE project."
2019,land_row_dispute,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,"Kazuaki’s visit occurred after the signing of a grant contract between the embassy and the project manager of CORE Uganda, Yuka Iwamura at the Treasure Life Centre in Kamwokya."
2019,governance_oversight_failure,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,The function was witnessed by both local leaders from the community as well as officials from the ministry of Works and Transport.
2019,quality_technical_defect,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,Japan has over the years supported Uganda’s infrastructure development projects – the most recently being the completed Nile Bridge in Jinja.
2019,quality_technical_defect,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,“I really expect CORE Uganda to lead this project empowering youth in the local community and also development of this local community and its economy” he added.
2019,delay_time_overrun,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,"Iwamura, CORE Uganda projects manager stressed the importance of this project on the empowerment of the youth in the areas of Kamwokya."
2019,land_row_dispute,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,"As an organisation, we are determined to empower 150 youth and rural farmers through this pilot project in Kampala and Wakiso in 2019 and this project will bring about a lot of positive impact to road users and these feeder roads which we will maintain.” she added."
2019,land_row_dispute,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,"Kampala Central Division mayor, Charles Sserunjogi Musoke issued a rallying cry to the youth to embrace the project."
2019,land_row_dispute,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,“I call upon the youth to come and embrace this project.
2019,delay_time_overrun,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,"This project is intended for them, it is intended to skill them, it is intended to equip them with Do-nou technology."
2019,delay_time_overrun,2000000000.0,https://observer.ug/news/japan-gives-shs-2bn-to-kamwokya-for-roads-maintenance/,Japan gives Kamwokya Shs 2bn for road maintenance,The project kicks off in March this year.
2017,land_row_dispute,650000000.0,https://observer.ug/business/nssf-starts-pre-sale-of-shs-650m-housing-units/,NSSF starts pre-sale of Shs 650m housing units,"The houses are located in Mbuya, an upscale suburb of Kampala, and are expected to bridge the housing deficit and lack of adequate and well-planned real estate in Kampala."
2017,land_row_dispute,650000000.0,https://observer.ug/business/nssf-starts-pre-sale-of-shs-650m-housing-units/,NSSF starts pre-sale of Shs 650m housing units,“The project will enable NSSF to continue to diversify its revenue streams thereby minimising any risks within its asset classes.
2017,delay_time_overrun,650000000.0,https://observer.ug/business/nssf-starts-pre-sale-of-shs-650m-housing-units/,NSSF starts pre-sale of Shs 650m housing units,He further revealed that: “We project to earn a return of about 20% on this investment on completion in 18 months.” NSSF commissioned construction of its Mbuya apartments in June 2016 and has injected in close to Shs 15 billion.
2017,delay_time_overrun,15000000000.0,https://observer.ug/business/nssf-starts-pre-sale-of-shs-650m-housing-units/,NSSF starts pre-sale of Shs 650m housing units,He further revealed that: “We project to earn a return of about 20% on this investment on completion in 18 months.” NSSF commissioned construction of its Mbuya apartments in June 2016 and has injected in close to Shs 15 billion.
2017,land_row_dispute,650000000.0,https://observer.ug/business/nssf-starts-pre-sale-of-shs-650m-housing-units/,NSSF starts pre-sale of Shs 650m housing units,"The Fund has other planned projects which include a high end housing development in Lubowa, on Entebbe road and affordable housing project at Temangalo in Wakiso district."
2025,land_row_dispute,543799999999.99994,https://observer.ug/news/millions-to-benefit-from-shs-543-8bn-legs-project/,Millions to benefit from Shs 543.8bn LEGS project,At least 16 million Ugandans are set to benefit from the $150 million (Shs 543.8 billion) second phase of the Local Economic Growth Support (LEGS) project.
2025,land_row_dispute,543799999999.99994,https://observer.ug/news/millions-to-benefit-from-shs-543-8bn-legs-project/,Millions to benefit from Shs 543.8bn LEGS project,At least 16 million Ugandans are set to benefit from the $150 million (Shs 543.8 billion) second phase of the Local Economic Growth Support (LEGS) project.
2025,procurement_irregularity,543799999999.99994,https://observer.ug/news/millions-to-benefit-from-shs-543-8bn-legs-project/,Millions to benefit from Shs 543.8bn LEGS project,"Implemented under the ministry for Local Government, the five-year project focuses on addressing climate change, supporting youth and women entrepreneurs, providing irrigation for small-scale farmers, promoting agro-processing, and improving post-harvest handling services."
2025,delay_time_overrun,543799999999.99994,https://observer.ug/news/millions-to-benefit-from-shs-543-8bn-legs-project/,Millions to benefit from Shs 543.8bn LEGS project,"Dr David Siriri, who provides technical backstop- ping to the implementation of the LEGS project at the ministry of Local Government, says the first phase of the $43 million project has been running for more than five years across 17 districts in Uganda."
2025,land_row_dispute,543799999999.99994,https://observer.ug/news/millions-to-benefit-from-shs-543-8bn-legs-project/,Millions to benefit from Shs 543.8bn LEGS project,"These districts include Alebtong, Katakwi, Kumi, Kibuku, Tororo, Buikwe, Buyende, Nakaseke, Luweero, Bunyangabu, Ntoroko, Rukungiri, Kabarole, Kyenjojo, and others."
2025,land_row_dispute,543799999999.99994,https://observer.ug/news/millions-to-benefit-from-shs-543-8bn-legs-project/,Millions to benefit from Shs 543.8bn LEGS project,"The project initially focused on core economic infrastructure, ensuring communities had the basic facilities needed to support business development, production, and income-generating activities."
2025,governance_oversight_failure,543799999999.99994,https://observer.ug/news/millions-to-benefit-from-shs-543-8bn-legs-project/,Millions to benefit from Shs 543.8bn LEGS project,"“Our focus has been on community access roads to ensure that whatever our communities produce can reach markets,” said Dr."
2025,quality_technical_defect,543799999999.99994,https://observer.ug/news/millions-to-benefit-from-shs-543-8bn-legs-project/,Millions to benefit from Shs 543.8bn LEGS project,"“The project has constructed markets, access roads, processing units, and provided access to financing for people to invest in income-generating activities.” Christopher Kisinde, the monitoring and evaluation officer for the LEGS project, emphasized that the initiative will transform lives by addressing ongoing needs such as water, roads, fertilizers, and other agricultural inputs."
2023,land_row_dispute,85000000.0,https://observer.ug/sports/she-cranes-coach-has-no-running-contract-minister-ogwang/,She Cranes coach has no running contract – minister Ogwang,"Currently, it is only the Uganda Cranes head coach, who is getting a salary, which is reported to be around $24,000 (about Shs 85 million) a month."
2022,delay_time_overrun,1000000000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,"The listed expenditures happened during the construction of Kulambiro Ring road, Spur-Najjera road, Nakawa-Ntinda road and John Babiiha Avenue."
2022,land_row_dispute,1000000000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,KCCA further made payments of over Shs 46 million and Shs 248.2 million during the construction of Kabuusu–Bunamwaya–Lweza road.
2022,land_row_dispute,46000000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,KCCA further made payments of over Shs 46 million and Shs 248.2 million during the construction of Kabuusu–Bunamwaya–Lweza road.
2022,land_row_dispute,248200000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,KCCA further made payments of over Shs 46 million and Shs 248.2 million during the construction of Kabuusu–Bunamwaya–Lweza road.
2022,payment_financial_dispute,1000000000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,The authority further made excess payments of over Shs 14 million and over Shs 16 million during the construction of Ntinda II road.
2022,payment_financial_dispute,14000000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,The authority further made excess payments of over Shs 14 million and over Shs 16 million during the construction of Ntinda II road.
2022,payment_financial_dispute,16000000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,The authority further made excess payments of over Shs 14 million and over Shs 16 million during the construction of Ntinda II road.
2022,delay_time_overrun,1000000000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,"Also, during the construction of phase one of Kitintale market, over Shs 119.7 million was spent on materials (quantities of steel reinforcement) in excess of those in the bar bending schedule."
2022,delay_time_overrun,119700000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,"Also, during the construction of phase one of Kitintale market, over Shs 119.7 million was spent on materials (quantities of steel reinforcement) in excess of those in the bar bending schedule."
2022,delay_time_overrun,1000000000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,All road construction works except for Ntinda II road and Spur-Najjera road are under KIIDP II.
2022,delay_time_overrun,1000000000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,She added that interruptions that caused delays in the project also caused extra costs to the project.
2022,payment_financial_dispute,1000000000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,"“We asked for the report to get accountability of expenditures on roads, drainage channels and other construction projects undertaken by KCCA."
2022,land_row_dispute,1000000000.0,https://observer.ug/news/kcca-loses-over-shs-1bn-in-overpayments/,KCCA loses over Shs 1bn in overpayments,When we visited the site we noticed that what was being claimed wasn’t what was on the ground.
2020,land_row_dispute,38000000.0,https://observer.ug/education/makerere-university-funds-120-research-projects-on-covid-19/,Makerere University funds 120 research projects on Covid-19,She said Mak-RIF provided her team with Shs 38 million for the project.
2023,land_row_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,The silkworm project is one of the science initiatives that has so far received Shs 31 billion from the Innovation Fund established by President Museveni in 2016 and commenced operations in the financial year 2017/2018.
2023,land_row_dispute,31000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,The silkworm project is one of the science initiatives that has so far received Shs 31 billion from the Innovation Fund established by President Museveni in 2016 and commenced operations in the financial year 2017/2018.
2023,land_row_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"Dr Clet Wandui Masiga, who heads the Tropical Institute for Development Innovation (TRIDI), was one of the researchers who applied for the innovation fund to implement a project titled, “Evaluating the Utility of Sericulture and Apiculture Technologies and Innovations, as tools for household-wealth creation and employment generation in Uganda.” The key targets of the silkworm project were to acquire 50,000 acres of land under mulberry, construct and equip eight research and technology transfer centers, construct 25 million cubic meters of valley water tanks, construct 50,000 silkworm rearing houses, install six complete lines of post-cocoon processing equipment in six major regions of Uganda, and install 50 complete sets of 40-end silk reeling factories in 50 districts of Uganda."
2023,land_row_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,The investment was projected to be about Shs 756 billion over a period of five financial years.
2023,land_row_dispute,756000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,The investment was projected to be about Shs 756 billion over a period of five financial years.
2023,delay_time_overrun,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"Findings However, the parliament’s committee on science, technology, and innovation, which investigated the operations of the silk project, observed poor sequencing of the sericulture processes, resulting in the wastage of resources amounting to Shs 20.7 billion."
2023,delay_time_overrun,20700000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"Findings However, the parliament’s committee on science, technology, and innovation, which investigated the operations of the silk project, observed poor sequencing of the sericulture processes, resulting in the wastage of resources amounting to Shs 20.7 billion."
2023,land_row_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"“The said amount (Shs 20.7 billion) was sunk into the establishment and management of mulberry gardens whose leaves matured and went to waste because the rearing houses were incomplete or nonexistent,” reads the report of parliament tabled this week."
2023,land_row_dispute,20700000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"“The said amount (Shs 20.7 billion) was sunk into the establishment and management of mulberry gardens whose leaves matured and went to waste because the rearing houses were incomplete or nonexistent,” reads the report of parliament tabled this week."
2023,land_row_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"“Silkworm rearing houses should have been constructed and equipped before planting the mulberry gardens; and the silkworms introduced towards the maturing of the gardens,” said the committee."
2023,land_row_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,“This would have ensured the achievement of tangible results with the silkworms producing cocoons.
2023,land_row_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"On the contrary, over 2300 acres of mulberry gardens were established in the absence of silkworm rearing houses.” TRIDI boss Dr Clet Wandui Masiga has since defended the operations of the project, attributing the challenges to the suspension of funding by the ministry of Science and Technology."
2023,quality_technical_defect,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,Masiga said the project would have created many jobs and that the delayed release of funds saw the project fail to pay casual workers and contractors.
2023,governance_oversight_failure,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"However, parliament says the project was mismanaged and its operations should be streamlined to achieve its objectives."
2023,governance_oversight_failure,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,Mismanagement The project envisaged building 8 research and technology transfer centers over a period of five years at a cost of Shs 40 billion.
2023,governance_oversight_failure,40000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,Mismanagement The project envisaged building 8 research and technology transfer centers over a period of five years at a cost of Shs 40 billion.
2023,quality_technical_defect,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"According to the timeline, by the end of June 2022, five research and technology transfer centers should have been built, but so far only two have been built in Kween and Sheema districts."
2023,land_row_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,The committee observed that the two newly constructed centers have neither been fully completed nor equipped.
2023,quality_technical_defect,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"“The buildings did not have approved designs or drawings that would qualify them to be factory facilities; and they were constructed using poor quality materials that only qualified them to be temporary structures,” said the lawmakers."
2023,quality_technical_defect,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"The buildings had poor lighting, ventilation, and cracked floors even before they were completed, as was observed in Kween district."
2023,land_row_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"For example, the facility in Kween district was located in a low-lying area that is prone to flooding, and if the area flooded before the machines were evacuated, they could be destroyed."
2023,land_row_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,The report says the shell house on Rubare Farm cost Shs 1.2 billion.
2023,land_row_dispute,1200000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,The report says the shell house on Rubare Farm cost Shs 1.2 billion.
2023,payment_financial_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"“The cost was not commensurate with the structure in place… The committee recommends that a forensic audit be expeditiously carried out to ascertain value for money for all the building structures erected under the sericulture project managed by TRIDI,” said the MPs."
2023,land_row_dispute,35000000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"No titles Additionally, TRIDI reported having cumulatively purchased 870 acres of land at a cost of Shs 8.2 billion and acquired 50 acres under lease agreements at a cost of Shs 200 million."
2023,land_row_dispute,8199999999.999999,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"No titles Additionally, TRIDI reported having cumulatively purchased 870 acres of land at a cost of Shs 8.2 billion and acquired 50 acres under lease agreements at a cost of Shs 200 million."
2023,land_row_dispute,200000000.0,https://observer.ug/news/parliament-calls-for-urgent-reforms-in-plagued-silkworm-project/,MPs call for urgent reforms at plagued Shs 35bn silkworm project,"No titles Additionally, TRIDI reported having cumulatively purchased 870 acres of land at a cost of Shs 8.2 billion and acquired 50 acres under lease agreements at a cost of Shs 200 million."
