source,url,publication_date,title,sentence,is_relevant,label_content,pred_content,conf_content,pred_semantic,conf_semantic,pred_final,conf_final,fusion_rule,month
The Observer,https://observer.ug/news/inside-the-ignored-omaswa-report-on-makerere-university/,2016-12-07,Inside the ignored Omaswa report on Makerere University,OMASWA TASKFORCE The Omaswa-led Task Force was inspired by a September 2011 strike by Makerere University teaching staff over unpaid allowances.,True,,land_row_dispute,0.1799181004560125,land_row_dispute,0.20050939917564392,land_row_dispute,0.5951068749079141,agree,2016-12
The Observer,https://observer.ug/news/inside-the-ignored-omaswa-report-on-makerere-university/,2016-12-07,Inside the ignored Omaswa report on Makerere University,"Among other findings the committee discovered mismanagement of the university’s resources, leadership failure, lack of accountability and failure to teach on the side of lecturers.",True,governance_oversight_failure,governance_oversight_failure,0.3481593194013559,governance_oversight_failure,0.44748106598854065,governance_oversight_failure,0.6989100963474741,agree,2016-12
The Observer,https://observer.ug/business/eprc-wins-accolade/,2016-12-16,EPRC wins accolade,"In a statement, EPRC said: “[We are] committed to providing evidence that supports government in implementation of the sustainable development goals”.",True,,delay_time_overrun,0.3992169661452016,governance_oversight_failure,0.2545909881591797,delay_time_overrun,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/residents-protest-against-delayed-unra-pay/,2016-12-21,Residents protest against delayed Unra pay,Residents of Kitgum and Pader districts have held a peaceful demonstration to protest delayed compensation by Uganda National Roads Authority (Unra).,True,delay_time_overrun,delay_time_overrun,0.3895617249795891,land_row_dispute,0.38407066464424133,delay_time_overrun,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/residents-protest-against-delayed-unra-pay/,2016-12-21,Residents protest against delayed Unra pay,"Last month, residents affected by the Gulu-Acholibur-Musingo road works convened a meeting at Acholibur in Pader district in the presence of Unra engineers and district officials.",True,,land_row_dispute,0.3159143419942064,land_row_dispute,0.223200723528862,land_row_dispute,0.6347787663807671,agree,2016-12
The Observer,https://observer.ug/business/residents-protest-against-delayed-unra-pay/,2016-12-21,Residents protest against delayed Unra pay,"John Ocan, 78, says he has failed to maintain his home after the only commercial house from which he earned Shs 1.7m each month was demolished to pave way for the road works.",True,,land_row_dispute,0.2868656342923188,payment_financial_dispute,0.17725442349910736,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/news/police-we-can-t-place-desh-at-murder-scene/,2016-12-23,Police: We can’t place Desh at murder scene,Kananura was then arrested at Entebbe airport upon his return from the UK.,True,,land_row_dispute,0.14114805892460972,land_row_dispute,0.06420141458511353,land_row_dispute,0.5513373683774309,agree,2016-12
The Observer,https://observer.ug/news/mwenda-fdc-social-media-war-rages/,2016-12-30,"Mwenda, FDC social media war rages","Some social media users like the renowned social science researcher, Dr Stella Nyanzi, who had earlier launched a scathing attack against Mwenda, denounced the gay tag. “I hate Museveni’s gross mismanagement of Uganda and I am inspired by Besigye’s defiant opposition, I am not a homophobe.",True,governance_oversight_failure,governance_oversight_failure,0.21020318511571304,land_row_dispute,0.12071703374385834,governance_oversight_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/will-south-sudan-influence-pace-of-eac-integration/,2016-12-07,Will South Sudan influence pace of EAC integration?,The stability should be the implementation of the peace accord.,True,,governance_oversight_failure,0.29648235494811315,governance_oversight_failure,0.2222335934638977,governance_oversight_failure,0.6296789871030027,agree,2016-12
The Observer,https://observer.ug/business/will-south-sudan-influence-pace-of-eac-integration/,2016-12-07,Will South Sudan influence pace of EAC integration?,"Despite the recent peace efforts and formation of a unity government in April 2016 after a turbulent three year civil war, the landlocked, low income economy has acute constraints in physical, infrastructure and institutional structures.",True,,land_row_dispute,0.07743332890792158,governance_oversight_failure,0.2316489964723587,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/news/uia-touts-natural-waste-treatment/,2016-12-09,UIA touts natural waste treatment,"I urge all manufacturing companies to view this as important and adopt it as soon as possible.” The demonstration was done by Danish firm, Transform 1994 APS, which is spearheading the implementation of the natural rootzone method of sewage treatment without using chemicals. “The interest of using nature to treat nature is rising everyday worldwide.",True,,land_row_dispute,0.2878372818533546,quality_technical_defect,0.09324122220277786,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/news/uia-touts-natural-waste-treatment/,2016-12-09,UIA touts natural waste treatment,"It came up 35 years ago in Europe and it is now spreading,” said Jorgen Logstrip, Transform’s founder and chief executive officer. “We have developed this to make sure that we can transform waste to something valuable, cost- effectively and without using chemicals.” ROOTZONE FILTER SYSTEM This system entails construction of an artificial swamp with a green treatment system known as the reed bed.",True,,land_row_dispute,0.3415992420856143,governance_oversight_failure,0.08465152978897095,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/news/uia-touts-natural-waste-treatment/,2016-12-09,UIA touts natural waste treatment,"The method however, drew mixed reactions from different factory owners in attendance.",True,,land_row_dispute,0.22279997914996966,contract_management_failure,0.23615485429763794,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/news/we-forced-dr-besigye-to-stand-in-2016-ssemujju/,2016-11-25,We forced Dr Besigye to stand in 2016 – Ssemujju,"Besigye took the FDC flag to The Democratic Alliance (TDA), a loose coalition of opposition political parties where he was abandoned by some of the DP politicians previously allied to the Ssuubi group.",True,,land_row_dispute,0.17705787389745645,governance_oversight_failure,0.18389716744422913,land_row_dispute,0.5,content_preferred,2016-11
The Observer,https://observer.ug/news/review-committee-wants-ubc-overhauled/,2016-12-21,Review committee wants UBC overhauled,"The committee also found that UBC’s radio broadcast infrastructure is completely run down and obsolete, with some UBC stations broadcasting from Kampala without being received in parts of the country.",True,,procurement_irregularity,0.32434784706462955,quality_technical_defect,0.17278403043746948,procurement_irregularity,0.5,content_preferred,2016-12
The Observer,https://observer.ug/news/justice-kavuma-amends-his-age/,2016-12-21,Justice Kavuma amends his age,"Insider judicial sources claim deputy chief justice Kavuma has sworn an affidavit contesting his birthday and current age of 69 years, which would make him a candidate for retirement in September next year.",True,,land_row_dispute,0.3661791225892204,procurement_irregularity,0.11823435872793198,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/news/justice-kavuma-amends-his-age/,2016-12-21,Justice Kavuma amends his age,"Besigye complained that instead of doing judicial work, the judge works for President Museveni and the NRM government.",True,,governance_oversight_failure,0.27062380401516306,governance_oversight_failure,0.25162166357040405,governance_oversight_failure,0.6305613668963918,agree,2016-12
The Observer,https://observer.ug/news/kadaga-names-mps-to-probe-utl/,2016-12-02,Kadaga names MPs to probe Utl,Speaker Rebecca Kadaga has named a seven-member select committee to investigate the mismanagement of the Uganda Telecom Company (UTL).,True,governance_oversight_failure,governance_oversight_failure,0.36439838088807663,governance_oversight_failure,0.1438460797071457,governance_oversight_failure,0.6270611151488056,agree,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"The race to have more solar power projects in Uganda is on after the launch of first such energy to be connected on the national grid, writes JEFF MBANGA.",True,,contract_management_failure,0.2314443943624247,delay_time_overrun,0.11748119443655014,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"The government’s rural electrification scheme has not yet pulled hydro-electricity to Okorom trading centre in Ngora district, but the area residents have learnt to make do with the next best alternative.",True,,land_row_dispute,0.20201959539532988,land_row_dispute,0.1337110698223114,land_row_dispute,0.5839326663044103,agree,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"In the evenings, parts of the trading centre is lit using solar electricity units that some residents have purchased, due to their growing accessibility.",True,,land_row_dispute,0.11498344428428105,payment_financial_dispute,0.07960236072540283,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,Some homes whose owners can afford the units are also well lit.,True,,land_row_dispute,0.14114805892460972,quality_technical_defect,0.09758847951889038,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"In addition, the solar panels help residents charge their mobile phones.",True,,land_row_dispute,0.2296850478775243,payment_financial_dispute,0.1042155846953392,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"Unlike the past when the cost of installing a solar system and the wiring system ran into millions of shillings, today locals can purchase a “self-contained unit” (comprising a solar plate, a battery, a phone charging facility and three light bulbs) for as low as Shs 250,000.",True,,procurement_irregularity,0.23816362170848218,payment_financial_dispute,0.12501585483551025,procurement_irregularity,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,The growth of solar energy from such small settings has evolved into the big stage with the Soroti project being the first to connect units on the national grid.,True,,contract_management_failure,0.14042830633964487,delay_time_overrun,0.11464998871088028,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"The launch of the 10MW solar power plant in Soroti on Monday, the biggest in East Africa, is expected to spur more investments in this particular renewable energy segment, especially now that the costs of equipment are said to be falling.",True,,contract_management_failure,0.31209125802338006,delay_time_overrun,0.09839107096195221,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"Fears that solar energy needed higher tariffs for investors to recoup the money they intended to spend on power projects have been dispelled, especially now that the prices of solar equipment have dropped by a half over the last five years.",True,,contract_management_failure,0.2856253778114963,contract_management_failure,0.1580207198858261,contract_management_failure,0.6109115244243306,agree,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"Godfrey Turyahikayo, the executive director of Rural Electrification Agency, explained that China, one of the largest producers of solar equipment, has influenced the movement of prices. “There are quite a number of things that have developed with regards to solar.",True,,procurement_irregularity,0.1672268306840745,land_row_dispute,0.10793408751487732,procurement_irregularity,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,One is that the costs have actually drastically reduced over the last five years.,True,,delay_time_overrun,0.16722412393106115,delay_time_overrun,0.2761629819869995,delay_time_overrun,0.6108467764795151,agree,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,The cost of solar has gone to about a half over that period.,True,,procurement_irregularity,0.1966717663468017,delay_time_overrun,0.22640204429626465,procurement_irregularity,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"The cost of production of panels in China has reduced; so, the market is flooded.",True,,quality_technical_defect,0.15779320335566072,contract_management_failure,0.15643423795700073,quality_technical_defect,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"Also, the efficient gains that have been achieved through scientific research have shown solar is less expensive.",True,,procurement_irregularity,0.1966717663468017,delay_time_overrun,0.14584988355636597,procurement_irregularity,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"So, there has been a number of innovations that have made solar cheaper. “Right now, we are actually looking at incorporating it into our system.",True,,land_row_dispute,0.2242791205116502,delay_time_overrun,0.09438952803611755,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"If you look at the small hydro power projects, the unit cost of energy is about 12 US cents.",True,,contract_management_failure,0.3189831026373418,procurement_irregularity,0.0962337926030159,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"But solar is also between 12 US cents and 15 US cents, right now, although that is without batteries,” he said.",True,,land_row_dispute,0.3093910764059397,procurement_irregularity,0.07671946287155151,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"MORE INVESTMENTS Plans are already underway to construct bigger solar projects as more Ugandans, especially those living in the rural areas, switch to using solar.",True,,land_row_dispute,0.23204908577244426,delay_time_overrun,0.14319950342178345,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"For example, Tororo PV Power Company Limited has already applied for a licence to construct, generate and sell electricity from its proposed 50MW solar power plant in Tororo district.",True,,contract_management_failure,0.35763695575846915,payment_financial_dispute,0.15319842100143433,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"MSS Xsabo Power Limited intends to generate 20MW of electricity from a solar power plant in Gomba, although the company ran into trouble with the regulators over its other planned 20MW wind power project in Tororo.",True,,contract_management_failure,0.3789584481334936,payment_financial_dispute,0.07686421275138855,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,Emerging Power Limited plans to build a 15MW solar power project in Mayuge district at a cost of nearly $30 million.,True,,delay_time_overrun,0.3593947661979022,delay_time_overrun,0.12851379811763763,delay_time_overrun,0.621977141078885,agree,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"On a lower scale, more homes and public spaces are switching to solar.",True,,procurement_irregularity,0.29085199147056834,delay_time_overrun,0.11560514569282532,procurement_irregularity,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"This financial year, Uganda has set for itself a target of installing at least 20,000 solar systems in eight districts, plus also putting up solar-powered pumps in areas facing water shortages.",True,,quality_technical_defect,0.2470387756788002,delay_time_overrun,0.11078937351703644,quality_technical_defect,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,Maintenance of solar equipment in more than 500 schools is already being undertaken under the Energy for Rural Transformation program.,True,,contract_management_failure,0.2208239000330281,delay_time_overrun,0.1588408350944519,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"The Joint Energy and Environment Project Uganda installed a solar micro grid, where at least 100 households have been connected to power.",True,,contract_management_failure,0.39752327189411885,payment_financial_dispute,0.10946734994649887,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,Absolute Energy Ltd plans to set up a solar 230kW PV mini-grid at Kitobo island on Lake Victoria to supply more than 400 households and businesses.,True,,contract_management_failure,0.21313210056750412,payment_financial_dispute,0.09440550953149796,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"The increase in the interest in solar power, and other cleaner energies, has brightened Uganda’s international stature.",True,,contract_management_failure,0.3494309504334576,payment_financial_dispute,0.06378372013568878,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"For example, according to the 2014 Climate Scope report, an initiative by Bloomberg, Uganda was ranked 10th out of the 55 countries in the world ranked for attracting clean energy investments, and third in Africa.",True,,contract_management_failure,0.2043399921233596,governance_oversight_failure,0.14439073204994202,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,The report noted that Uganda’s non-large hydro clean energy sector attracted $307m between 2006 and 2013.,True,,contract_management_failure,0.27267900545348867,procurement_irregularity,0.1269819140434265,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"GOVT STRATEGY As part of its strategy to attract more investments for strictly solar energy, Uganda, in January 2015, changed tact when it stopped using the feed-in tariff – an inbuilt tariff that the investor and private firm negotiate on – to competitive bidding for on-grid projects.",True,,contract_management_failure,0.3173098321479689,governance_oversight_failure,0.20884187519550323,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"Before, investors demanded for a particular feed-in tariff that the Electricity Regulatory Authority had capped at 11 US Cents per kWh for grid connected solar PV energy.",True,,contract_management_failure,0.2757453107818978,payment_financial_dispute,0.19842982292175293,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"But now, with the change to competitive bidding, the tariff can go even lower. “Continuous technological advancements have resulted into cheaper and more efficient solar photovoltaic technology worldwide.",True,,land_row_dispute,0.19643795880283837,procurement_irregularity,0.14079329371452332,land_row_dispute,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,Benefits from these improvements can only be realized through effective management of the cost of production of electricity from this resource.,True,,contract_management_failure,0.26574938967206135,procurement_irregularity,0.09825508296489716,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"Competitive procurement of such capacity is one of the most effective means of guaranteeing reasonable and fair pricing of solar power, as well as harnessing the benefits of such modular technologies, including system loss reduction and voltage stability,” the Electricity Regulatory Authority noted in 2014.",True,procurement_irregularity,procurement_irregularity,0.4208862880813633,payment_financial_dispute,0.16561654210090637,procurement_irregularity,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"Still, government is calling for caution. “From a technical perspective, solar photovoltaic generation is associated with frequent power swings owing to its intermittent nature.",True,,delay_time_overrun,0.29996068958049515,contract_management_failure,0.19459368288516998,delay_time_overrun,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"This, therefore, calls for accurate determination of the extent to which the national electricity grid can accommodate power from solar without adversely affecting the quality of power supply,” ERA noted in 2015.",True,contract_management_failure,contract_management_failure,0.20445560981645333,payment_financial_dispute,0.15198194980621338,contract_management_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,Investors say that government might need to consider tax incentives for more investments in solar on-grid projects.,True,,procurement_irregularity,0.16735805419335262,payment_financial_dispute,0.1655183881521225,procurement_irregularity,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"Kristian Schmidt, the head of delegation for the European Union in Uganda, while at the ground-breaking launch of the Soroti project in March this year, said: “For grid-connected solar projects, for instance, the applicable tax treatment and standard contractual agreements already agreed could be improved to keep Uganda’s reputation as a stable, reliable and attractive environment for private sector investment.” Government used to offer tax incentives for solar equipment for off-grid projects but scrapped that when the prices for equipment started declining.",True,,delay_time_overrun,0.37980177868769044,payment_financial_dispute,0.2338496744632721,delay_time_overrun,0.5,content_preferred,2016-12
The Observer,https://observer.ug/business/solar-interest-grows-as-soroti-project-takes-off/,2016-12-14,Solar interest grows as Soroti project takes off,"Nevertheless, a number of financial institutions, such as Centenary bank and Post bank, are increasing their lending to those who need solar power. jeff@observer.ug",True,,governance_oversight_failure,0.16304082949252083,payment_financial_dispute,0.2247467339038849,governance_oversight_failure,0.5,content_preferred,2016-12
The Observer,https://observer.ug/news/israel-dumps-eritrea-sudan-refugees-in-uganda-rwanda/,2016-11-25,"Israel dumps Eritrea, Sudan refugees in Uganda, Rwanda","Now Al Jazeera has landed on ‘evidence’ in form of Eritreans who claim to have been part of this secret deal, as RYAN BROWN reports: Kampala, Uganda – The sky was still an inky black when the flight from Cairo touched down at Entebbe airport near Kampala, the capital of Uganda, one morning in mid-January, the fluorescent glow spilling from the small terminal providing the only source of light.",True,,governance_oversight_failure,0.3139581163976364,land_row_dispute,0.11622224748134613,governance_oversight_failure,0.5,content_preferred,2016-11
The Observer,https://observer.ug/news/israel-dumps-eritrea-sudan-refugees-in-uganda-rwanda/,2016-11-25,"Israel dumps Eritrea, Sudan refugees in Uganda, Rwanda","Without a glance from the border patrol officers, he led them around the queue, to the baggage claim where their luggage awaited, and then out of the airport’s sliding-glass doors.",True,,land_row_dispute,0.16201369201460708,contract_management_failure,0.09433475881814957,land_row_dispute,0.5,content_preferred,2016-11
The Observer,https://observer.ug/news/israel-dumps-eritrea-sudan-refugees-in-uganda-rwanda/,2016-11-25,"Israel dumps Eritrea, Sudan refugees in Uganda, Rwanda","Often, those who were resettled dispute whether they truly had a choice.",True,,land_row_dispute,0.14114805892460972,contract_management_failure,0.4055112600326538,contract_management_failure,0.5,semantic_override,2016-11
The Observer,https://observer.ug/news/israel-dumps-eritrea-sudan-refugees-in-uganda-rwanda/,2016-11-25,"Israel dumps Eritrea, Sudan refugees in Uganda, Rwanda","According to Interior Minister Gilad Erdan, the voluntary resettlement plan had “encourage[d] infiltrators to leave the borders of the state of Israel honourably and safely”.",True,land_row_dispute,land_row_dispute,0.2560786759573339,land_row_dispute,0.19615790247917175,land_row_dispute,0.6130591446091265,agree,2016-11
The Observer,https://observer.ug/news/northern-uganda-s-untold-oil-story/,2016-12-12,Northern Uganda’s untold oil story,"Titled Impact of oil exploration on wildlife in Murchison Falls Park, the study says activities at the oil pads are leading to lower densities of the large mammals and birds in the park. “Most large mammals were negatively affected by the activities at a drill pad site, even pad maintenance where there is not much activity but a presence of people and some vehicle traffic,” notes the study. “Elephants, buffalos and giraffes were most negatively affected with avoidance up to 750-1,000 metres being exhibited.” Yet the marauding elephants are not the only concern that oil exploration activities have brought onto Nwoya district.",True,,land_row_dispute,0.2270323004994501,governance_oversight_failure,0.07835861295461655,land_row_dispute,0.5,content_preferred,2016-12
